customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,IsMonthToMonth,ContractStability,IsElectronicCheck,PaymentStability,FinancialRiskScore,TenureRisk,IsNewCustomer,IsVeryNewCustomer,TenureSegment,LifecycleValue,RevenueAcceleration,HasTechSupport,HasOnlineSecurity,HasBackup,ProtectionScore,FullyProtected,NoProtection,ServiceVulnerability,ServiceCount,RevenuePerService,PriceDeviation,IsPriceSensitive,EstimatedMargin,CumulativeProfit,DigitalAdoption,IsStreamingUser,IsPureStreaming,ContractValueAlignment,RiskyNewCustomer,VulnerableHighValue,UnstableCustomer,EarlyServiceOverload,MonthlyCharges_ZScore,TotalCharges_ZScore,ChargesPercentile,TenurePercentile,ExpectedTotalCharges,ChargesConsistency,ChurnRiskScore,RiskCategory,DataSegment,SegmentName
0654-PQKDW,Female,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.75,4263.45,No,0,0.5,0,0.67,0.039599999999999996,0.005703548998007402,0,0,Loyal,4386.5,-3.076190476190476,1,1,0,3,0,0,0.25,6,10.107142857142858,-28.0,1,20.75,1286.5,0.75,1,0,0,0,0,0,0,0.19902703010096928,0.8748067171542961,0.5087320744001136,0.8160584977992332,4386.5,0.9719544159544159,0.09028588724950184,Low Risk,5,Flight Risks
7175-NTIXE,Female,0,No,No,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.15,1992.95,No,1,0.0,0,1.0,0.427,0.12451447144412296,0,0,Established,1903.7500000000002,0.5019230769230774,1,1,0,2,0,0,0.5,6,10.87857142857143,-22.599999999999994,1,26.150000000000006,653.7500000000001,0.75,1,0,0,0,0,0,0,0.37850110611891075,-0.12757304603080968,0.5787306545506177,0.4614510861848644,1903.7500000000002,0.9531697073106707,0.3055786178610308,Moderate Risk,3,Basic Users
7963-SHNDT,Female,0,No,No,52,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.1,1982.1,No,0,1.0,0,0.33,0.08039999999999999,0.013123728736940968,0,0,Loyal,2033.2,-1.7018867924528323,1,1,1,3,0,0,0.25,4,7.82,-42.85,1,-0.8999999999999986,-46.799999999999926,0.5,0,0,0,0,0,0,0,-0.8528904710041867,-0.13236310127439416,0.2572767286667613,0.7165270481328979,2033.2,0.9748795595320027,0.13142093218423523,Low Risk,0,Digital Natives
9796-BPKIW,Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,562.7,No,1,0.0,0,1.0,0.427,0.513417119032592,1,0,First Year,559.6,-7.427777777777777,0,0,0,0,0,1,1.0,2,23.316666666666666,0.6500000000000057,0,39.95,319.6,0.5,0,0,0,1,0,0,0,0.1724382780983114,-0.7589994526793442,0.4892801363055516,0.237682805622604,559.6,0.994470210488762,0.527804279758148,High Risk,3,Basic Users
0188-GWFLE,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,33.7,No,1,0.0,0,0.33,0.5074,0.8464817248906141,1,1,Onboarding,40.1,-8.816666666666666,0,0,0,0,0,1,0.0,1,10.025,-0.14999999999999858,0,-4.949999999999999,-9.899999999999999,0.0,0,0,1,1,0,0,0,-1.4860351280674797,-0.9925422382882063,0.09754366037200057,0.10556581002413744,40.1,0.8442822384428225,0.4892104312226535,Moderate Risk,1,Value Seekers
8129-GMVGI,Female,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,1090.1,No,0,1.0,0,0.33,0.08039999999999999,0.009403562551495206,0,0,Loyal,1122.8,-0.9254385964912295,0,0,0,0,0,1,0.0,1,10.025,-0.14999999999999858,0,-4.949999999999999,-277.19999999999993,0.0,0,0,0,0,0,0,0,-1.4860351280674797,-0.5261630346640064,0.09754366037200057,0.7565668039187846,1122.8,0.9709022957821676,0.1304908906378738,Low Risk,2,Premium Loyalists
2882-DDZPG,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,227.45,No,1,0.0,0,0.67,0.4666,0.36787944117144233,1,0,First Year,233.39999999999998,-1.953846153846154,0,0,0,0,0,1,0.0,1,9.725,-0.75,0,-5.550000000000001,-66.60000000000001,0.25,0,0,1,1,0,0,0,-1.505976692069473,-0.9070055375099133,0.027616072696294194,0.30214397273888965,233.39999999999998,0.9746160409556315,0.33027986029286055,Moderate Risk,1,Value Seekers
3547-LQRIK,Female,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.9,1250.85,No,0,0.5,1,0.0,0.573,0.019907342077733686,0,0,Established,1264.3,-0.8406249999999993,0,0,0,0,0,1,0.0,1,13.45,6.699999999999999,0,1.8999999999999986,89.29999999999993,0.0,0,0,0,0,0,0,0,-1.2583689390447208,-0.45519516550214517,0.2280278290501207,0.6682521652704814,1264.3,0.9893701098553702,0.3055268355194334,Moderate Risk,2,Premium Loyalists
9137-NOQKA,Male,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,37.2,No,1,0.0,1,0.0,1.0,0.8464817248906141,1,1,Onboarding,38.4,-6.799999999999999,0,0,0,0,0,1,0.0,1,9.6,-1.0,0,-5.800000000000001,-11.600000000000001,0.0,0,0,1,1,0,1,0,-1.5142856770703037,-0.9909970591773726,0.010506886270055374,0.10556581002413744,38.4,0.969543147208122,0.7616204312226534,Critical Risk,1,Value Seekers
5843-TTHGI,Female,0,No,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,892.7,No,1,0.0,0,0.33,0.5074,0.22313016014842982,0,0,Growing,900.0,-3.015789473684208,0,0,0,1,0,0,0.75,3,12.5,-24.57499999999999,1,15.0,270.0,0.25,0,0,0,0,0,0,0,-0.4906187249679718,-0.6133111365150258,0.32613942922050265,0.381371574613091,900.0,0.9918978912319645,0.4583725400371074,Moderate Risk,4,Growth Potentials
1849-RJYIG,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.0,487.75,No,1,0.0,1,0.0,1.0,0.513417119032592,1,0,First Year,480.0,-5.805555555555557,0,1,0,1,0,0,0.75,4,12.0,-21.950000000000003,1,20.0,160.0,0.5,1,0,0,1,0,1,0,-0.1582593249347472,-0.7920883596384827,0.41360215817123386,0.237682805622604,480.0,0.9838877338877339,0.7783542797581481,Critical Risk,4,Growth Potentials
8868-GAGIO,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.55,3713.95,No,1,0.0,0,0.33,0.5074,0.023517745856009107,0,0,Established,3804.75,-3.811956521739134,0,1,0,2,0,0,0.5,4,16.91,2.5999999999999943,0,44.55,2004.7499999999998,0.5,0,0,0,0,0,0,0,0.6576830021468192,0.6322135967534084,0.6784750816413461,0.6485872497515264,3804.75,0.9761413650397425,0.33346943646400223,Moderate Risk,0,Digital Natives
4061-UKJWL,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.45,141.7,No,1,0.0,0,0.33,0.5074,0.7788007830714049,1,1,Onboarding,136.35000000000002,-10.025000000000006,0,0,0,0,0,1,1.0,2,15.15,-23.849999999999994,1,15.450000000000003,46.35000000000001,0.0,0,0,0,1,0,0,0,-0.641842251983089,-0.9448624257253384,0.2956126650575039,0.13666051398551754,136.35000000000002,0.961048416454314,0.6722901957678512,High Risk,1,Value Seekers
5380-XPJNZ,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,678.2,No,0,0.5,0,0.33,0.08039999999999999,0.042143843509276406,0,0,Established,761.9,-2.660256410256409,0,0,0,0,0,1,0.0,1,10.025,-0.14999999999999858,0,-4.949999999999999,-188.09999999999997,0.0,0,0,0,0,0,0,0,-1.4860351280674797,-0.7080085420218328,0.09754366037200057,0.5873917364759336,761.9,0.8902870625245773,0.1386759608773191,Low Risk,2,Premium Loyalists
8263-QMNTJ,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.55,8425.3,No,0,1.0,1,0.0,0.573,0.0024787521766663585,0,0,Loyal,8319.6,-0.13493150684932687,1,1,1,4,1,0,0.0,8,12.838888888888889,5.6499999999999915,0,55.55,3999.6,0.75,1,0,1,0,0,0,0,1.6879971422498155,2.712179197846625,0.9932557148942213,0.9743717165980406,8319.6,0.9872965891882798,0.22616968804416657,Low Risk,5,Flight Risks
8178-EYZUO,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.7,4154.8,Yes,1,0.0,1,0.0,1.0,0.02163737071949309,0,0,Established,4310.2,-5.299999999999997,0,1,1,2,0,0,0.5,5,15.616666666666667,3.1500000000000057,0,48.7,2240.2000000000003,0.75,1,0,0,0,0,1,0,0.9617918531772199,0.8268399427565594,0.79085616924606,0.658171233849212,4310.2,0.9639543514566711,0.5804093426798732,High Risk,0,Digital Natives
3230-JCNZS,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.0,7061.65,No,0,1.0,0,1.0,0.0,0.0026941657785782246,0,0,Loyal,7029.0,-0.9215277777777828,0,1,1,3,0,0,0.25,6,14.142857142857142,0.25,0,49.0,3479.0,1.0,1,0,1,0,0,0,0,1.1379423351948288,2.1101553422785257,0.8554593213119409,0.9366037200056794,7029.0,0.9953556187766714,0.05067354144464456,Low Risk,5,Flight Risks
0277-ORXQS,Male,0,Yes,Yes,66,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.55,3364.55,No,0,1.0,0,0.67,0.039599999999999996,0.004086771438464067,0,0,Loyal,3336.2999999999997,-0.332835820895518,1,0,0,1,0,0,0.75,4,10.11,-31.400000000000006,1,10.549999999999997,696.2999999999998,0.25,1,1,0,0,0,0,0,-0.47233895796614456,0.477960573517612,0.33558142836859295,0.8597188697998012,3336.2999999999997,0.9915350732628171,0.23988169285961605,Low Risk,2,Premium Loyalists
5130-IEKQT,Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,105.95,2655.25,Yes,1,0.0,0,0.33,0.5074,0.12451447144412296,0,0,Established,2648.75,-3.825000000000003,0,0,1,2,0,0,0.5,6,15.135714285714286,7.200000000000003,0,55.95,1398.75,0.25,1,0,0,0,0,0,0,1.3689321182179202,0.16481898971351783,0.9390884566235979,0.4614510861848644,2648.75,0.9975469383904142,0.38371861786103073,Moderate Risk,0,Digital Natives
3230-WYKIR,Male,0,No,No,18,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,1425.45,Yes,0,0.5,0,1.0,0.0,0.22313016014842982,0,0,Growing,1476.0,-6.976315789473688,1,0,0,2,0,0,0.5,6,11.714285714285714,-16.75,1,32.0,576.0,0.5,1,0,0,0,0,0,0,0.572931355138347,-0.3781128018588421,0.6544086326849354,0.381371574613091,1476.0,0.9657752200406229,0.20578254003710744,Low Risk,3,Basic Users
7996-BPXHY,Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.0,332.5,No,0,1.0,0,0.67,0.039599999999999996,0.3384654251067422,0,0,Growing,325.0,-1.25,0,0,0,0,0,1,0.0,1,12.5,4.800000000000001,0,0.0,0.0,0.5,0,0,0,0,0,0,0,-1.3215172250510334,-0.8606280901976051,0.19849495953428936,0.3181882720431634,325.0,0.9769938650306749,0.14847635627668554,Low Risk,2,Premium Loyalists
3227-WLKLI,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.55,5963.95,No,0,1.0,0,0.67,0.039599999999999996,0.004441928425934291,0,0,Loyal,5950.75,-1.1871212121212125,1,1,1,4,1,0,0.0,8,10.172222222222222,-18.35000000000001,1,31.549999999999997,2050.75,0.75,1,0,1,0,0,0,0,0.8903345821700764,1.6255430251464884,0.7771546216101093,0.8480051114581855,5950.75,0.9977821649094805,0.039970482106483574,Low Risk,5,Flight Risks
0407-BDJKB,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.75,5742.9,Yes,1,0.0,1,0.0,1.0,0.006737946999085467,0,0,Loyal,5745.0,-1.6040983606557404,0,0,1,2,0,0,0.5,5,15.958333333333334,5.200000000000003,0,50.75,3045.0,0.5,1,0,0,0,0,1,0,1.0299255301840309,1.5279539273036926,0.8289791282124095,0.7949027403095272,5745.0,0.99963452836756,0.6016844867497714,High Risk,0,Digital Natives
2266-FUBDZ,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,278.85,No,0,1.0,0,0.33,0.08039999999999999,0.2865047968601901,0,0,Growing,290.25,-1.921875,0,0,0,0,0,1,0.0,1,9.675,-0.8499999999999979,0,-5.649999999999999,-84.74999999999997,0.0,0,0,0,0,0,0,0,-1.5093002860698053,-0.8843134785679557,0.019451938094561975,0.34374556297032516,290.25,0.9608583690987125,0.1997661992150475,Low Risk,2,Premium Loyalists
8237-ULIXL,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.85,1871.85,No,0,1.0,0,1.0,0.0,0.0024787521766663585,0,0,Loyal,1789.2,0.7917808219178042,0,0,0,0,0,1,0.0,1,12.425,4.650000000000002,0,-0.14999999999999858,-10.799999999999898,0.25,0,0,0,0,0,0,0,-1.3265026160515319,-0.18103624326565507,0.19331250887405935,0.9743717165980406,1789.2,0.9538319740811083,0.0756196880441666,Low Risk,2,Premium Loyalists
9600-UDOPK,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.05,2866.45,Yes,1,0.0,0,1.0,0.427,0.0820849986238988,0,0,Established,2821.5,-1.5838709677419445,0,0,0,0,0,1,1.0,4,18.81,12.099999999999994,0,54.05,1621.5,0.5,1,0,0,0,1,0,0,0.9734244321783826,0.25805951205868155,0.7956836575323015,0.5119267357660088,2821.5,0.9840744021257751,0.4199712496559747,Moderate Risk,3,Basic Users
8216-AZUUZ,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,100.4,4303.65,No,0,1.0,1,0.0,0.573,0.0301973834223185,0,0,Established,4216.8,-0.3151162790697839,1,0,0,2,0,0,0.5,6,14.342857142857143,1.6500000000000057,0,50.400000000000006,2116.8,0.25,1,0,1,0,0,0,0,1.1844726511994805,0.8925542029415857,0.8788868379951725,0.62317194377396,4216.8,0.9794086964768364,0.38309934585557964,Moderate Risk,0,Digital Natives
9153-BTBVV,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.0,1753.0,No,0,1.0,0,0.67,0.039599999999999996,0.0026941657785782246,0,0,Loyal,1775.0,-0.6527777777777786,0,0,0,0,0,1,0.0,1,12.5,4.800000000000001,0,0.0,0.0,0.25,0,0,0,0,0,0,0,-1.3215172250510334,-0.23350611107210728,0.19849495953428936,0.9366037200056794,1775.0,0.9876126126126126,0.08953354144464457,Low Risk,2,Premium Loyalists
4074-SJFFA,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.75,54.75,Yes,1,0.0,0,0.33,0.5074,0.9200444146293233,1,1,Onboarding,54.75,-27.375,0,0,0,0,0,1,1.0,3,13.6875,-19.82499999999999,1,19.75,19.75,0.25,1,0,0,1,0,0,0,-0.3327480099521901,-0.9832490896359065,0.36873491409910547,0.04515121397131904,54.75,1.0,0.6826011036573307,High Risk,4,Growth Potentials
3269-ATYWD,Male,1,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,3759.05,Yes,1,0.0,0,0.67,0.4666,0.03877420783172201,0,0,Established,3730.3500000000004,-1.6737499999999983,0,0,0,0,0,1,1.0,4,19.130000000000003,13.700000000000003,0,55.650000000000006,2170.3500000000004,0.5,1,0,0,0,1,0,0,1.0266019361836989,0.6521243332958654,0.82713332386767,0.5955558710776657,3730.3500000000004,0.9923084138448551,0.4230035519579305,Moderate Risk,3,Basic Users
5186-PEIZU,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,617.65,No,1,0.0,0,0.67,0.4666,0.05411376622282161,0,0,Established,673.75,-2.093055555555555,0,0,0,0,0,1,0.0,1,9.625,-0.9499999999999993,0,-5.75,-201.25,0.25,0,0,1,0,0,0,0,-1.5126238800701375,-0.7347401406392554,0.012991622887973875,0.5606275734772114,673.75,0.9168580955909595,0.2518384415557054,Low Risk,1,Value Seekers
1074-AMIOH,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.25,5935.1,No,1,0.0,0,0.67,0.4666,0.012074413323532873,0,0,Loyal,5737.25,1.6592592592592723,1,0,1,3,0,0,0.25,7,13.53125,4.150000000000006,0,53.25,2822.25,0.75,1,0,0,0,0,0,0,1.4453747802255617,1.6128063344757595,0.9555587107766577,0.7271759193525487,5737.25,0.9655208469481112,0.2413286033308832,Low Risk,5,Flight Risks
4910-GMJOT,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,94.6,Yes,1,0.0,1,0.0,1.0,0.9200444146293233,1,1,Onboarding,94.6,-47.3,0,0,0,0,0,1,1.0,4,18.919999999999998,12.649999999999991,0,54.599999999999994,54.599999999999994,0.25,1,0,0,1,1,1,0,0.9917041991802098,-0.9656561217597002,0.8069004685503337,0.04515121397131904,94.6,1.0,0.9550111036573307,Critical Risk,4,Growth Potentials
0354-WYROK,Female,1,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,2911.3,Yes,1,0.0,1,0.0,1.0,0.07552184450877376,0,0,Established,3065.9,-7.921875,1,0,0,2,0,0,0.5,6,14.12857142857143,0.15000000000000568,0,48.900000000000006,1515.9,0.25,1,0,0,0,0,1,0,1.1346187411944968,0.2778598786646504,0.8543234417151782,0.5216527048132897,3065.9,0.9495907920049562,0.6438804611271934,High Risk,0,Digital Natives
4361-FEBGN,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.15,982.95,No,0,1.0,0,1.0,0.0,0.01831563888873418,0,0,Established,967.1999999999999,-0.08979591836734357,0,0,0,0,0,1,0.0,1,10.075,-0.05000000000000071,0,-4.850000000000001,-232.80000000000007,0.25,0,0,0,0,0,0,0,-1.4827115340671475,-0.5734675894428145,0.10996734346159306,0.677623171943774,967.1999999999999,0.9837326998554017,0.07957890972218355,Low Risk,2,Premium Loyalists
7748-UMTRK,Female,1,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,2974.5,No,1,0.0,1,0.0,1.0,0.0820849986238988,0,0,Established,3039.0,-5.348387096774189,1,0,0,1,0,0,0.75,5,16.883333333333333,10.75,0,56.3,1689.0,0.25,1,0,0,0,0,1,0,1.2143849972024705,0.30576139860884705,0.8917364759335511,0.5119267357660088,3039.0,0.9787828947368421,0.6955212496559747,High Risk,4,Growth Potentials
0380-ZCSBI,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,198.7,No,1,0.0,0,1.0,0.427,0.4345982085070782,1,0,First Year,200.0,-1.9363636363636374,0,0,0,0,0,1,0.0,1,10.0,-0.1999999999999993,0,-5.0,-50.0,0.25,0,0,1,1,0,0,0,-1.4876969250676457,-0.919698080206047,0.09016044299304274,0.2715462161010933,200.0,0.9935323383084577,0.33309955212676956,Moderate Risk,1,Value Seekers
7145-FEJWU,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,1275.65,No,1,0.0,1,0.0,1.0,0.36787944117144233,1,0,First Year,1263.6,-7.17307692307692,0,0,1,2,0,0,0.5,6,15.042857142857143,6.549999999999997,0,55.3,663.5999999999999,0.5,1,0,0,1,0,1,0,1.3473287572157604,-0.4442464678025236,0.9309243220218657,0.30214397273888965,1263.6,0.9904712952712319,0.6919698602928606,High Risk,0,Digital Natives
6463-MVYRY,Female,1,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.85,4003.0,No,0,1.0,0,0.67,0.039599999999999996,0.008651695203120634,0,0,Loyal,3981.45,-0.8327586206896456,1,1,0,3,0,0,0.25,6,9.978571428571428,-28.900000000000006,1,19.849999999999994,1131.4499999999996,0.5,1,0,0,0,0,0,0,0.16911468409797886,0.7598233173209727,0.48672440721283544,0.766860712764447,3981.45,0.9945887581764994,0.11602292380078016,Low Risk,5,Flight Risks
3969-JQABI,Female,0,Yes,No,58,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.25,3791.6,No,1,0.0,0,1.0,0.427,0.00795994384870645,0,0,Loyal,3784.5,-0.9855932203389841,0,1,1,2,0,0,0.5,5,10.875,-25.299999999999997,1,20.25,1174.5,1.0,1,0,0,0,0,0,0,0.016229360082695727,0.6664944990266185,0.44860144824648585,0.7762317194377396,3784.5,0.9981244221371022,0.25143998596217665,Low Risk,3,Basic Users
9624-EGDEQ,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.8,813.3,No,0,1.0,0,0.33,0.08039999999999999,0.04580631417262147,0,0,Established,732.6,1.602631578947367,0,0,0,0,0,1,0.0,1,9.9,-0.3999999999999986,0,-5.199999999999999,-192.39999999999998,0.0,0,0,0,0,0,0,0,-1.4943441130683104,-0.6483646283436528,0.06552605423825074,0.5785886696010223,732.6,0.8899945474372957,0.13959157854315535,Low Risk,2,Premium Loyalists
1051-EQPZR,Female,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,780.25,No,1,0.0,0,0.33,0.5074,0.025561533206507402,0,0,Established,862.4000000000001,-2.261111111111113,0,0,0,0,0,1,0.0,1,9.8,-0.5999999999999979,0,-5.399999999999999,-237.59999999999994,0.0,0,0,1,0,0,0,0,-1.5009913010689746,-0.6629555339473823,0.04245349992900752,0.6406360925741872,862.4000000000001,0.9048529071114199,0.28398038330162684,Low Risk,1,Value Seekers
5849-ASHZJ,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,552.9,No,0,0.5,0,1.0,0.0,0.10539922456186433,0,0,Established,541.35,-0.3035714285714306,0,0,0,0,0,1,0.0,1,10.025,-0.14999999999999858,0,-4.949999999999999,-133.64999999999998,0.25,0,0,0,0,0,0,0,-1.4860351280674797,-0.7633259541896785,0.09754366037200057,0.48338776089734486,541.35,0.9787037890661013,0.1013498061404661,Low Risk,2,Premium Loyalists
5780-INQIK,Female,0,No,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.4,408.25,No,1,0.0,1,0.0,1.0,0.513417119032592,1,0,First Year,395.2,-4.038888888888884,1,0,0,1,0,0,0.75,3,12.35,-25.17499999999999,1,14.399999999999999,115.19999999999999,0.0,0,0,0,1,0,1,0,-0.5105602889699654,-0.8271859994417048,0.31676842254721,0.237682805622604,395.2,0.9670620898536093,0.828354279758148,Critical Risk,4,Growth Potentials
7576-OYWBN,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,231.8,Yes,1,0.0,1,0.0,1.0,0.7788007830714049,1,1,Onboarding,228.14999999999998,-18.099999999999994,0,0,0,0,0,1,1.0,2,25.349999999999998,6.75,0,46.05,138.14999999999998,0.25,0,0,0,1,0,1,0,0.37517751211857825,-0.9050851006150198,0.5773108050546643,0.13666051398551754,228.14999999999998,0.9840715688413701,0.9197001957678511,Critical Risk,4,Growth Potentials
4526-ZJJTM,Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.4,2191.15,No,1,0.0,0,0.67,0.4666,0.12451447144412296,0,0,Established,2210.0,-4.125,0,0,1,2,0,0,0.5,5,14.733333333333334,-2.1499999999999915,0,43.400000000000006,1085.0000000000002,0.5,1,0,0,0,0,0,0,0.785641371159611,-0.04007176038302812,0.7257560698565952,0.4614510861848644,2210.0,0.9914744459520579,0.34443861786103075,Moderate Risk,3,Basic Users
8384-FZBJK,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,5611.7,No,1,0.0,1,0.0,1.0,0.008651695203120634,0,0,Loyal,5734.2,-3.8465517241379246,0,0,1,1,0,0,0.75,5,16.766666666666666,10.049999999999997,0,55.599999999999994,3169.2,0.5,1,0,0,0,0,1,0,1.1911198392001445,1.4700317846347273,0.8830753940082351,0.766860712764447,5734.2,0.9786406751290277,0.6521629238007801,High Risk,0,Digital Natives
3750-RNQKR,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,246.25,No,1,0.0,0,0.33,0.5074,0.36787944117144233,1,0,First Year,233.39999999999998,-0.5076923076923059,0,0,0,0,0,1,0.0,1,9.725,-0.75,0,-5.550000000000001,-66.60000000000001,0.0,0,0,1,1,0,0,0,-1.505976692069473,-0.8987057182860065,0.027616072696294194,0.30214397273888965,233.39999999999998,0.945179180887372,0.3695598602928606,Moderate Risk,1,Value Seekers
0962-CQPWQ,Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1296.15,No,0,1.0,0,0.67,0.039599999999999996,0.005703548998007402,0,0,Loyal,1258.6000000000001,0.2738095238095255,0,0,0,0,0,1,0.0,1,10.15,0.10000000000000142,0,-4.699999999999999,-291.4,0.25,0,0,0,0,0,0,0,-1.477726143066649,-0.43519613301049775,0.1253017180178901,0.8160584977992332,1258.6000000000001,0.970188948872658,0.09028588724950186,Low Risk,2,Premium Loyalists
